Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Xur-V (Doses Administered),VaxZine-U (Doses Administered),X21 (Doses Administered),ADCC,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Individuals Vaccinated
19/09/2023,New Mexico,89508,412,51,47196,1168,36671,48267,45929,23927,43825,30,11523,26007,49421,16567,16085,46584,23606,8333,15454
13/06/2023,South Carolina,45761,899,60,48211,14504,22588,34258,20034,22721,2621,53,12062,36498,3332,3206,36972,15002,8955,5451,1866
18/07/2023,Alaska,59887,685,52,10175,25995,22076,17604,40543,21838,18487,19,26722,25994,41169,47483,43879,11272,41515,14121,39944
3/5/2023,Ohio,53156,836,90,40062,40906,6042,49016,4614,42263,10095,50,33016,9643,49594,32845,49339,11016,43034,26949,13235
7/11/2023,Kentucky,31885,607,84,10323,396,11061,15067,4423,15091,27037,7,27096,23034,29061,28933,25837,11737,28631,27778,16331
10/4/2023,Missouri,16956,503,63,20220,33810,43422,49780,9056,10973,49288,17,42341,43941,11195,15691,6545,49442,46401,22456,33165
24/07/2023,Wyoming,57314,309,65,1184,17013,21425,34759,23206,39487,30667,33,45536,47331,36584,43481,29640,18836,23451,16933,14396
30/06/2023,Kentucky,31992,457,36,25750,18547,40171,37907,43820,572,19408,83,33647,36323,38133,19969,37285,44389,26203,8772,34326
10/3/2023,New Mexico,47765,364,90,1296,13849,35990,26059,12996,11600,32815,72,17118,42824,31624,24316,38013,753,35146,9023,9339
8/10/2023,Colorado,2512,381,41,34975,47172,3073,35397,19957,16003,8401,4,1237,30765,38967,7732,44798,27097,8523,15681,5867
5/6/2023,Hawaii,41481,107,47,42692,30593,46109,34471,29937,14512,2413,18,14474,8056,18019,19186,8458,27340,8938,19174,24160
8/8/2023,Colorado,90953,979,63,29716,33925,14253,24692,15277,412,23391,37,31433,34221,9421,32036,29159,34380,41550,1290,3988
26/03/2023,Tennessee,27433,165,30,12365,21314,45174,38739,31909,47289,38637,76,41285,10813,26213,47823,42540,46645,49063,46077,40955
13/08/2023,Maryland,56497,993,58,45118,24322,36763,27390,664,6537,2165,45,25202,11856,19948,34360,15747,11475,4574,25365,1742
10/7/2023,Colorado,23615,969,56,28944,17452,12773,36932,23738,25872,13326,83,20007,49781,22386,14747,43329,26029,422,10537,48348
16/02/2023,New Hampshire,39212,573,94,19405,4469,35720,37269,32222,6649,21246,76,20649,48812,28659,13531,40082,11324,37975,44522,33650
28/12/2022,Utah,26606,581,21,45274,47595,16541,39089,41012,20833,19118,15,15286,36081,37391,6412,13788,41910,39599,14043,10671
27/06/2023,Oklahoma,58185,686,55,48672,20519,49571,34712,2149,6034,33592,10,4573,21496,33678,35277,45100,3040,25020,31982,33930
29/11/2023,Pennsylvania,35162,698,83,37062,30610,2010,47974,44030,1403,2043,31,6964,23053,23669,16293,24116,18069,20103,26778,6247
5/10/2023,New York,55015,235,65,28376,22864,18474,2187,16732,16026,36794,79,25816,2899,8550,28630,47654,7696,12645,7290,34562
5/12/2023,New Hampshire,12836,405,2,6921,26641,31785,6005,10174,37774,31816,38,30951,13838,9389,16290,26007,17826,13425,31140,42490
21/05/2023,South Dakota,32960,247,23,22516,21359,16976,4563,13514,49218,24641,19,37577,13117,36912,17831,37639,37988,1959,2457,10408
28/09/2023,Indiana,85029,594,48,18076,9653,29583,14049,38662,49115,38235,54,27641,31384,25219,373,7519,12644,3865,24224,7162
3/2/2023,New Hampshire,90076,757,19,21868,17614,22329,21548,38872,2746,2761,39,23881,39785,31401,3063,38190,1990,38821,46976,16724
18/01/2023,Rhode Island,90275,504,9,43532,20308,23631,48359,45508,36644,31297,74,38490,37454,9186,17010,22826,49650,9498,40742,49969
9/10/2023,Utah,49761,871,48,19807,8481,22439,43471,41866,27966,15024,51,12773,38374,1615,31766,14249,48261,43007,41853,18508
10/4/2023,Iowa,44466,427,22,5164,21449,30612,32398,21442,36678,17917,95,2259,35306,28224,13788,33639,5316,27893,42135,17435
11/6/2023,West Virginia,22277,697,47,36654,36488,28523,21907,25049,6625,27199,88,28717,11421,35542,31833,13570,7736,2498,13933,18565
24/04/2023,New Jersey,67799,152,83,9015,14577,6511,10212,1778,4769,34721,80,8919,45238,6620,14338,14404,21790,24834,26812,35819
12/10/2023,Arkansas,37892,376,77,12877,10968,27052,1724,30300,40435,33793,11,21658,29841,3507,48329,19844,16835,40752,20341,16090
23/09/2023,Massachusetts,24704,681,16,16722,45474,16715,1000,8352,37475,18723,46,8341,26276,3101,20409,12594,22147,7497,5078,13468
11/1/2023,South Carolina,94571,225,94,38630,40547,19068,26874,49743,46299,27896,7,12786,44283,27090,16894,48042,34622,41403,16689,22424
11/5/2023,Illinois,38330,841,80,26529,19474,23182,37225,30465,27809,23265,65,17704,46369,42812,18419,23299,41151,12720,15732,1506
26/07/2023,Arizona,60029,693,51,47394,32428,16601,6194,7948,18751,35268,29,16799,47355,25885,24560,22474,44507,25128,43191,11995
2/6/2023,California,20718,543,8,21327,31127,41931,49460,9555,42211,33690,74,7643,9473,37958,46119,28168,29893,21900,13734,7861
30/03/2023,Alabama,48188,396,24,33314,417,13389,18301,2073,7698,29723,17,27868,44582,29550,38140,35768,5420,7687,27654,2642
7/7/2023,Arizona,4703,676,96,24067,46576,12217,47962,6733,15121,13231,63,13663,14886,36081,41119,27615,35956,38659,28798,38366
19/01/2023,Arkansas,65795,238,22,4020,16222,4787,12728,1091,25825,41738,7,36733,8134,33873,15374,5130,38174,15338,23966,13460
23/06/2023,North Dakota,36738,504,15,18666,31614,36356,12639,10219,38696,48788,45,35255,3233,41779,28287,46304,32347,44090,21105,14527
18/02/2023,New York,62888,19,62,10297,32524,1634,24498,37710,9361,14374,39,18678,7610,20962,15352,13543,6374,47871,40046,33879
8/5/2023,Kansas,97622,395,26,9979,32042,28994,27303,14102,16233,4568,3,41292,41035,26934,18711,19583,14958,49846,24900,29552
27/01/2023,Pennsylvania,7949,962,83,29123,13124,28181,42151,10035,42196,32836,59,31115,17529,42488,13184,27339,19594,21803,20042,14645
18/10/2023,Utah,15343,845,69,25429,48043,36083,1979,37663,6221,2906,95,13668,21343,22621,42172,34186,41020,13741,1595,27546
16/11/2023,Utah,52851,859,96,15159,36416,48027,12715,3120,2190,18667,67,31947,14323,15432,7767,18803,48058,12651,23848,21728
2/4/2023,Montana,27604,267,98,16164,21568,12809,33543,5509,12703,11709,57,5021,11565,37608,29363,17066,48031,18794,43581,43097
18/10/2023,Maine,48490,122,64,24762,43185,38193,7608,46731,36154,8370,84,29786,12228,12743,15654,34611,18153,37865,17946,14220
13/05/2023,North Carolina,10733,296,71,23110,35028,19413,23628,34499,17264,4682,16,26469,43690,10942,45266,1257,45868,20453,20189,9598
23/03/2023,Vermont,61177,556,34,15445,6728,4092,7594,38522,19922,47403,61,36919,10085,6106,9091,39544,24323,31316,47153,40828
4/3/2023,New Jersey,58082,953,23,19833,11824,19129,13921,18380,8597,44060,22,532,29412,40318,26222,46769,17462,41650,11850,4392
12/6/2023,Wisconsin,74294,954,74,18190,39494,23571,41490,888,40023,37291,59,5952,35819,45286,17013,45518,2306,41385,5421,8072
9/9/2023,West Virginia,80749,20,24,28369,37652,34397,4529,3522,20756,21514,6,16362,10898,33237,34617,8084,18964,23578,14276,37902
16/11/2023,Rhode Island,14393,259,88,33851,22892,10453,23366,6841,25552,5847,94,1554,36311,41431,39874,5284,6920,18250,13403,33790
28/01/2023,Missouri,66646,656,96,27500,39865,24407,31487,37563,25451,26174,99,47885,48575,29641,37645,45603,46642,16567,27870,33557
27/11/2023,New York,36436,527,15,43501,30057,24742,33227,26797,27955,39908,39,888,29496,11105,16910,29064,36279,7804,19804,18668
13/12/2022,Illinois,67590,308,42,28258,9988,6098,15957,12457,19203,20999,97,34824,48668,15571,25719,15948,32160,4754,48672,14251
23/08/2023,Missouri,76523,208,10,34144,4444,20621,23267,29263,19769,35695,93,18003,1741,23805,4968,40742,27930,45113,44903,45296
2/5/2023,Delaware,66664,115,25,3680,40001,34504,46265,30712,29308,5745,76,30949,24160,21604,11956,21263,22863,21415,20839,46282
1/1/2023,Alabama,19269,688,68,12765,15699,4802,17619,39576,25032,19537,76,12577,37300,20696,49209,37090,2752,34676,15596,46171
16/11/2023,Kentucky,77076,527,6,35894,48302,48160,18541,23110,29981,43700,46,6862,6969,9024,12133,13568,44402,27443,18920,39333
28/10/2023,Washington,84180,326,64,20503,35216,47914,15771,18985,42865,8000,84,38809,30283,480,42757,7511,30463,13540,322,4621
12/2/2023,Nebraska,21351,680,75,5482,39471,10063,12486,14126,45665,35146,10,49912,33559,46793,1898,28918,10722,35787,18957,9791
31/07/2023,Idaho,93787,581,29,36919,30414,49202,24387,37353,15166,4854,6,3173,39245,5435,34213,29138,35433,17962,44606,40747
25/07/2023,Idaho,28581,18,96,41951,22998,25199,12800,31555,11676,4379,70,42444,5856,41003,42550,29078,16251,35554,38010,33434
18/01/2023,Arkansas,52454,201,23,47190,4344,41314,41589,45124,38547,9985,5,14435,31556,4975,9280,37274,4382,36018,34478,30831
19/01/2023,Missouri,52613,219,73,24502,40208,11850,32011,19540,7232,17908,89,886,33838,29297,34079,21758,41771,4518,36828,36543
26/02/2023,Missouri,51779,385,75,2027,4683,19562,48831,13226,33196,18891,22,23459,9386,48702,29350,6416,11105,16289,46615,42849
20/10/2023,Vermont,79754,608,86,19808,14286,48281,45669,13550,19282,23034,23,37201,1136,12189,45811,22427,21952,40457,20819,23152
10/12/2023,Pennsylvania,2010,141,31,45953,32671,2466,3574,19204,8053,28638,68,48689,39237,1123,29293,27626,4628,2952,19840,27681
30/05/2023,California,75980,793,83,46589,2250,49291,16255,6657,37788,33830,47,14705,37279,26020,2382,29926,38015,12440,35320,35626
4/1/2023,Florida,34979,624,58,37716,19816,25251,23281,18259,17497,7234,9,3291,17475,22960,42590,49040,3810,23260,7743,20799
7/2/2023,Kentucky,79869,376,95,30356,41593,2795,39854,19290,24070,41759,12,37482,49156,5016,34182,48862,5407,8142,47052,2472
25/09/2023,Mississippi,46119,510,93,20109,4262,20032,5431,23057,19403,8510,41,2163,46618,31063,32167,29998,21574,16211,18482,35458
31/07/2023,Texas,56006,872,32,11582,35467,5307,41206,15245,41671,19726,48,42259,22377,9853,34599,47651,13482,40493,31771,42953
24/06/2023,Washington,59981,16,95,26566,31757,488,40375,5144,42426,36939,70,29916,9670,29889,46774,8362,38558,26789,2852,11110
31/01/2023,Pennsylvania,81529,615,33,2405,1582,3943,31871,46317,5216,16827,83,42891,2733,76,39081,4090,10600,28902,13127,36562
13/04/2023,Oregon,77673,32,42,34992,39419,28464,438,5969,16068,9941,65,10592,31669,48801,29902,37993,17765,35977,16457,1017
22/07/2023,Vermont,15479,20,29,12517,7424,47172,10857,5232,48237,35510,37,10477,2280,49850,49889,45461,35126,18732,31216,48541
9/12/2023,Massachusetts,28625,678,69,32230,25512,12961,29966,38151,5578,28413,38,22747,32443,10095,28750,32782,20800,5634,26245,43141
9/10/2023,Wyoming,51925,913,66,41965,27655,35913,39024,48825,5622,37452,98,20682,3452,360,13483,44059,49911,45126,10240,36641
9/6/2023,Maine,25081,357,99,6690,49548,41882,2566,9612,273,39668,12,40072,44581,12285,41949,22765,27691,17133,10150,42955
18/04/2023,Ohio,84180,506,99,11571,33916,22659,17805,29604,24372,27440,37,24924,16019,25514,46025,49552,1687,24639,9725,18864
31/01/2023,South Dakota,43933,93,23,46218,48274,33535,27411,30926,557,42667,77,17804,12922,19750,40810,31002,23724,20613,24699,8219
17/02/2023,Utah,16766,524,71,36437,24620,5282,35753,15736,40191,42353,47,35233,46405,27491,14615,40533,39858,13093,45048,16574
10/9/2023,Ohio,80309,381,90,12638,42307,43852,43627,22705,16739,14064,36,47719,18626,3255,14120,40301,17338,1744,4636,20226
24/10/2023,Delaware,94359,337,84,170,14766,48288,23231,48581,46319,33797,91,3450,36334,35855,25598,471,32546,32083,31061,24346
14/01/2023,California,92842,470,10,47622,31042,3619,7317,16634,34241,46269,12,28014,3759,21019,27150,45627,7820,49460,34928,26019
8/9/2023,Washington,58611,189,99,14492,9110,1277,15813,30214,33013,18593,66,31235,25701,8596,3551,39287,17098,19584,32652,19783
4/8/2023,Georgia,68465,285,87,31564,9717,28793,38947,37709,30187,45285,49,1833,34103,9924,48722,48022,17614,40558,42966,14754
6/3/2023,Idaho,64986,253,42,26544,12733,44131,31119,9108,13035,15040,13,5671,15256,10083,3654,18939,8492,15960,39865,26185
11/5/2023,New York,45982,616,60,14770,44306,9641,22250,7399,40923,25644,45,44213,35963,49854,10444,49876,39427,11379,29558,48383
13/05/2023,Rhode Island,1947,808,57,17599,14793,7831,19622,38512,35511,13103,89,20753,4410,37448,10812,31253,47923,35704,27920,41874
26/02/2023,Maine,29719,136,54,29418,21498,38236,26812,1739,31707,42514,1,46329,43886,13288,49416,20644,15049,1669,24656,32746
20/09/2023,Maine,91884,293,29,14004,6707,49418,35989,43481,16248,38783,99,7578,10822,14418,30469,36847,35458,22231,28551,33062
7/11/2023,Nebraska,45529,793,24,9589,31211,2214,4346,41716,46352,2674,1,33677,26197,27561,13341,14326,40810,21449,47532,42040
16/02/2023,Rhode Island,15590,57,5,13388,15308,35572,47149,44109,1848,33672,70,42090,26662,41512,6839,11000,35812,889,10572,9639
12/7/2023,Kentucky,45406,545,88,16111,46063,36166,21197,41665,36477,32301,37,16798,38562,33614,8234,38385,10345,13560,44396,5682
28/01/2023,Pennsylvania,53652,964,18,48176,18717,42613,5079,43715,24090,1779,52,3618,46308,1267,40237,45487,19837,39482,8222,32331
18/07/2023,Mississippi,23728,872,63,2437,17365,28721,24927,11004,21676,27416,75,30363,26713,21531,37479,42308,38464,25577,38068,2019
20/08/2023,Kentucky,17876,989,9,23854,1601,37699,24113,41488,30455,27640,71,38118,29572,49079,24131,45123,34118,27537,2558,49882
20/04/2023,California,46074,146,74,45815,40410,46424,6685,878,30132,26130,30,47862,3559,7329,43696,27600,44479,7232,28964,35275
22/12/2022,Wisconsin,82117,663,66,43024,26676,35595,31549,7252,20046,36873,49,49574,48949,13015,3253,29803,24315,12885,37345,14175
6/11/2023,Maryland,17889,304,96,36723,48159,11444,13855,23148,42450,37819,79,10639,44018,3079,22921,30976,12794,39426,32924,2390
18/11/2023,South Dakota,51405,688,16,35308,2203,33117,15592,39137,26312,16281,87,48559,33937,1298,10670,27668,19934,26685,30207,10515
18/05/2023,Oregon,64076,268,82,37184,29567,7262,45530,14848,47651,22523,69,26716,44855,17292,25860,44045,18803,10915,13855,39534
15/04/2023,West Virginia,34130,820,70,15719,35473,14781,1825,17647,43418,38041,1,18707,44668,8228,15368,1254,36690,37349,37023,42165
12/2/2023,Alaska,3205,61,8,47460,33048,16140,27861,18733,44844,32679,50,5240,33227,41881,23416,10355,22949,32562,8583,35543
11/8/2023,West Virginia,43139,78,67,38248,14958,12595,35336,15,7240,42520,55,28871,11940,4248,48934,36535,25723,21393,39988,40
22/09/2023,Hawaii,24185,816,28,39103,35930,34878,40304,3472,47074,14068,92,11372,48444,6655,32559,6231,774,48185,15240,16871
9/10/2023,Oregon,95650,719,99,3109,29116,9111,40370,43536,46461,37352,12,11269,28940,43452,40918,2095,49036,2391,36680,30149
24/03/2023,Alabama,50547,581,71,49007,49647,30205,29580,15828,26414,28166,37,18963,37519,45463,11851,37836,39318,1171,11887,7541
25/06/2023,New Mexico,4377,969,25,6941,38092,49921,3739,2085,34018,43310,97,16469,17569,7351,48268,36503,46742,13368,39501,46025
5/12/2023,Alaska,80176,447,13,27049,3167,27112,45226,41132,3744,33067,18,43422,46167,44785,334,22394,43732,11644,1110,48375
22/08/2023,Arkansas,5440,72,54,32075,18768,31224,31556,37029,45907,44451,69,37614,43946,29970,45915,4301,34229,15171,27707,49520
6/9/2023,Louisiana,59883,376,14,40873,17383,26939,6698,6442,14015,37361,27,5932,17867,42961,25799,25182,33538,12006,17242,17699
17/06/2023,New York,17015,636,94,4186,14319,7612,27121,3201,6761,8179,85,25363,2704,19762,44956,9906,39394,21355,11345,10484
22/03/2023,Washington,29601,427,30,25222,17111,29365,7504,49906,25708,41711,47,8219,38247,25374,13283,5191,27884,17353,26128,40973
15/08/2023,Tennessee,50283,98,82,11990,11373,43123,24144,20538,43697,708,8,21446,262,27157,18209,28530,17868,15101,29186,29801
10/8/2023,North Dakota,25438,630,75,364,25892,17501,39756,17026,48172,4744,87,10483,6724,12311,23642,11375,29473,27218,10966,11042
15/08/2023,Alabama,57292,230,41,39197,28912,17063,33810,13710,11764,20136,39,12923,36430,13863,42225,26142,23824,20796,18090,3686
19/12/2022,Nebraska,7076,735,28,18258,46553,8554,41610,8908,11234,33859,82,2407,873,34527,39255,30603,48063,13025,20321,32445
5/10/2023,Tennessee,43919,263,31,2635,6501,8997,20895,24538,36259,39782,19,24528,5706,6554,19985,37161,20508,38882,15440,5866
2/1/2023,Illinois,14822,182,99,24565,42898,44057,17724,20640,12486,30721,48,19418,42903,16045,3647,7262,44179,10581,34532,1733
3/10/2023,Wisconsin,54405,664,25,38321,12973,48558,8675,1903,6334,5120,59,44349,18894,14127,37613,31935,6112,13104,16507,49619
13/04/2023,Wyoming,20381,252,67,8149,38006,22364,37383,36827,22951,37596,1,48174,26892,38609,32925,7541,11247,16259,13315,31535
14/11/2023,Vermont,46123,382,59,1160,42390,26531,18522,45254,23809,27793,54,3040,10379,17279,15123,1476,18212,23093,35888,42627
8/12/2023,Massachusetts,56499,718,10,18861,2363,46374,4545,14395,11209,3138,59,20043,17918,31427,45990,809,49628,39708,38836,17509
16/04/2023,North Dakota,57695,371,64,6121,31746,41216,24017,34024,45455,1216,31,40452,4428,7950,12165,900,22251,28705,23670,26073
13/01/2023,Ohio,22583,91,7,41904,44901,10138,42761,26077,2018,13534,20,18584,15195,743,5984,277,7575,6488,22964,3471
6/5/2023,Wisconsin,93461,729,6,17568,11438,17007,24362,41831,20911,45014,8,37311,35290,15301,8896,3776,5536,21064,42436,27166
19/03/2023,South Carolina,5698,675,44,24986,1545,40046,14019,38635,36962,25307,26,49989,17332,28709,47132,33869,23984,31590,34529,39385
1/11/2023,Mississippi,57545,969,7,29362,4530,22965,40408,48423,32377,27014,68,47853,37392,23170,32961,14902,31977,36139,18105,16344
17/02/2023,Indiana,22515,174,59,46720,38337,36164,20867,40913,39709,12669,77,16939,10856,5638,18005,1084,11639,7856,47299,14959
12/11/2023,Colorado,41439,406,34,31305,13467,30494,10001,21806,10524,39128,61,14691,14762,11575,39067,13861,23070,28584,13289,43111
6/4/2023,New Hampshire,60525,560,11,6023,27052,24778,27875,8424,23050,47061,61,5564,43286,15866,35098,38850,10339,6949,7869,7602
21/03/2023,Georgia,18310,197,15,1507,18182,29504,18443,45661,42199,26410,66,27255,45119,18653,18575,26140,30252,41421,12998,25136
16/11/2023,Nevada,94370,487,89,11648,41071,10686,2904,29108,35769,13566,9,10312,39964,31638,33997,43600,32646,48822,21158,7347
21/04/2023,Connecticut,35372,552,10,44960,11472,47021,17248,25136,27775,33515,53,26236,47114,24935,22977,35089,45358,47538,8066,9374
15/08/2023,Virginia,91427,364,23,31712,49235,37297,11528,11465,48415,33914,42,5411,44613,45520,20439,25886,34923,9029,24873,31130
27/12/2022,North Carolina,42504,477,41,35911,11816,49525,4063,12533,47815,31031,68,40879,34314,29352,41486,41711,9137,49589,9199,41282
10/1/2023,Montana,54029,861,3,27234,19631,46483,31598,14015,36399,42740,50,25916,20242,15411,27096,18636,23908,11119,1205,37070
3/11/2023,Wyoming,41107,553,83,41762,29553,17190,36060,19146,42839,38404,98,20253,41202,29911,24281,9937,47608,37281,25853,14342
1/3/2023,New Hampshire,9829,878,36,32400,49823,37479,12788,29068,21920,42403,10,36787,32076,43609,15355,19941,27722,11923,30683,24540
23/07/2023,Mississippi,82212,243,41,29450,25791,46999,26945,21885,21625,3969,85,22611,9708,47474,41242,31559,37262,22869,47516,24868
24/08/2023,Arizona,46613,853,75,28214,48578,7598,45154,26095,47524,42665,67,11368,4408,10210,11282,8076,48218,42024,19355,6366
28/08/2023,New Hampshire,72965,17,33,48882,48718,19066,419,40574,42733,45308,44,30767,39709,27440,47960,24216,49831,25635,42694,38869
7/5/2023,Mississippi,83170,79,52,40969,30476,17140,19680,29663,23351,34844,47,8164,5670,26089,23875,24512,13243,14957,45586,40530
11/9/2023,California,75907,343,23,21899,32328,47706,24265,22809,12087,31490,39,42340,7364,25427,43539,43174,31110,7025,22983,36972
12/4/2023,Iowa,29391,968,22,33772,6424,26045,82,16973,22981,9647,9,41956,11161,34526,18800,17717,19629,35538,19671,22181
27/04/2023,Maine,50947,492,57,32404,46093,28744,41813,37105,29405,32345,35,48184,42467,34281,1460,48978,5577,47996,24740,46871
24/04/2023,Iowa,63493,440,43,33299,2185,9116,22340,16172,45043,32472,70,47850,7298,38267,49234,39765,5085,2641,30036,4608
